FOODID;FOODNAME;FOODTYPE;PROCESS;EDPORT;IGCLASS;IGCLASSP;FUCLASS;FUCLASSP
29047;RUSKEA KASTIKE, RASVA-JAUHOSUURUS, ÖLJY;DISH;BOIL;100;DISH;NONINGR;SAVSAUCE;MISCTOT
29048;WOK-KASVIKSET, PORKKANA-HERKKUSIENI-SIPULI-PAPRIKA-HERNE;DISH;FROZ;100;DISH;NONINGR;VEGFRESH;VEGDITOT
29049;WOK-KASVIKSET, VIHREÄ PAPU-PORKKANA-PAPRIKA-MAISSI-PALSTERNAKKA;DISH;FROZ;100;DISH;NONINGR;VEGFRESH;VEGDITOT
29050;PEKONI, FILEE, RASVAA 18 %, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;MSTEAK;MEATDTOT
29053;VAALEA LEIPÄ, PATONKI, VALKOSIPULI/YRTTIVOI;DISH;BAK;100;DISH;NONINGR;BRWHITE;CEBAKTOT
29054;PAAHTOLEIPÄ, KAURAPAAHTOLEIPÄ, VESI, VEHNÄJAUHO, KAURAHIUTALE;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29055;NUUDELI, RIISINUUDELI;FOOD;RAW;100;RICE;CERTOT;RICEADD;CEBAKTOT
29056;NUUDELI, RIISINUUDELI, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;RICEADD;CEBAKTOT
29060;JUUSTO, SALAATTIJUUSTO, RASVAA 12-15 %, LEHMÄNMAITO, SUOLALIEMESSÄ;FOOD;IND;100;CHEEUNLO;MILKTOT;CHEESUNC;MILKDTOT
29064;MAITO, KEVYTMAITO, LAKTOOSITON MAITOJUOMA, D-VITAMIINIA 1 UG;FOOD;IND;100;MILKLF;MILKTOT;MILKLF;MILKDTOT
29065;RUOANVALMISTUSKERMA, RASVAA 15 %;FOOD;IND;100;CREAM;MILKTOT;CREAM;MILKDTOT
29066;KERMA, KUOHUKERMA, RASVAA 35 %;FOOD;IND;100;CREAM;MILKTOT;CREAM;MILKDTOT
29070;ENERGIAJUOMA, VITAMINOITU;FOOD;IND;100;DRINKCO;BEVTOT;DRINKSO;BEVTOT
29071;KAAKAOJUOMA, KYLMÄ, RASVATON MAITO, SOKEROITU;DISH;MIX;100;DISH;NONINGR;MILKFF;MILKDTOT
29073;SIENI-KASVISMUHENNOS, KASVIRASVAKERMA;DISH;BAK;100;DISH;NONINGR;MUSHRDI;VEGDITOT
29074;HAMPURILAINEN, KASVISHAMPURILAINEN, VEHNÄSÄMPYLÄ;DISH;MIX;100;DISH;NONINGR;SANDWICH;CEBAKTOT
29077;MARJAPIIRAKKA, TUOREJUUSTOTÄYTE, POHJASSA ÖLJY;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
29078;KEBABLIHA;DISH;GRIL;100;DISH;NONINGR;MSTEAK;MEATDTOT
29079;WOK-KASVIKSET, PAPRIKA-SIPULI-MAISSI-PAPU;DISH;FROZ;100;DISH;NONINGR;VEGFRESH;VEGDITOT
29080;KAKKU, JÄÄTELÖKAKKU, KINUSKIKUORRUTUS;DISH;IND;100;DISH;NONINGR;ICECREAM;MILKDTOT
29086;KALKKUNA-KASVISWOKKI;DISH;FRIE;100;DISH;NONINGR;POULTDIS;MEATDTOT
29087;SALAATTI, JÄÄVUORISALAATTI-PORKKANA-KESÄKURPITSA;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
29089;JOGURTTI, JUOTAVA, RASVAA 0,1 %;FOOD;IND;100;YOGHURLO;MILKTOT;YOGHURT;MILKDTOT
29090;MAITO, RASVATON, KEITETTY;DISH;BOIL;100;DISH;NONINGR;MILKFF;MILKDTOT
29091;KAHVI, CAPPUCCINO, MAKEUTTAMATON, RASVATON MAITO;FOOD;MIX;100;COFFEE;BEVTOT;COFFEE;BEVTOT
29094;LIHAPATA, NAUDANPAISTI, LIHALIEMI, PORKKANA, VOI;DISH;BOIL;100;DISH;NONINGR;MEATDISH;MEATDTOT
29095;LIHAPATA, NAUDANPAISTI, LIHALIEMI, PORKKANA, ÖLJY;DISH;BOIL;100;DISH;NONINGR;MEATDISH;MEATDTOT
29098;WOK-KASVIKSET, WOKATTU, PAPRIKA-SIPULI-MAISSI-PAPU;DISH;FRIE;100;DISH;NONINGR;VEGPOT;VEGDITOT
29099;WOK-KASVIKSET, WOKATTU, PORKKANA-HERKKUSIENI-SIPULI-PAPRIKA-HERNE;DISH;FRIE;100;DISH;NONINGR;VEGPOT;VEGDITOT
29100;WOK-KASVIKSET, WOKATTU, VIHREÄ PAPU, PORKKANA, PAPRIKA, MAISSI, PALSTERNAKKA;DISH;FRIE;100;DISH;NONINGR;VEGPOT;VEGDITOT
29103;LIHAPULLA, NAUDANPAISTI, PAISTETTU VOISSA;DISH;FRIE;100;DISH;NONINGR;MEATDISH;MEATDTOT
29104;LIHAPULLA, NAUDANPAISTI, PAISTETTU ÖLJYSSÄ;DISH;FRIE;100;DISH;NONINGR;MEATDISH;MEATDTOT
29125;JAUHELIHA, BROILERIN, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;POULTRY;MEATDTOT
29126;JAUHELIHA, BROILERIN, PAISTETTU ILMAN RASVAA;DISH;FRIE;100;DISH;NONINGR;POULTRY;MEATDTOT
29128;VIILI, MAUSTAMATON, RASVATON;FOOD;IND;100;MILKCURL;MILKTOT;MILKCURL;MILKDTOT
29130;VOILEIPÄ, LÄMMIN OOPPERALEIPÄ, JAUHELIHAPIHVI, KANANMUNA;DISH;BAK;100;DISH;NONINGR;SANDWICH;CEBAKTOT
29131;VOILEIPÄ, LÄMMIN SIENILEIPÄ;DISH;BAK;100;DISH;NONINGR;SANDWICH;CEBAKTOT
29132;VOILEIPÄ, LÄMMIN JUUSTOLEIPÄ, KANANMUNA;DISH;BAK;100;DISH;NONINGR;SANDWICH;CEBAKTOT
29135;SIIDERI, KUIVA, 4,7 TIL% ALKOHOLIA;FOOD;IND;100;CIDER;ALCTOT;CIDER;ALCTOT
29136;SIENI, RYÖPÄTTY;DISH;BOIL;100;DISH;NONINGR;MUSHRDI;VEGDITOT
29139;PERUNA, PAISTETTU, VOI;DISH;FRIE;100;DISH;NONINGR;POTAFRIE;POTATOT
29145;JAUHELIHA, LAMPAAN, PAISTETTU ILMAN RASVAA;DISH;FRIE;100;DISH;NONINGR;MEATDISH;MEATDTOT
29146;JAUHELIHA, LAMPAAN, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;MEATDISH;MEATDTOT
29147;JAUHELIHA, KALKKUNAN, PAISTETTU ILMAN RASVAA;DISH;FRIE;100;DISH;NONINGR;POULTRY;MEATDTOT
29148;JAUHELIHA, KALKKUNAN, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;POULTRY;MEATDTOT
29149;ITALIANPATA;DISH;BOIL;100;DISH;NONINGR;MEATDISH;MEATDTOT
29150;MEHU, MEHUJUOMA, PUOLUKKA, LAIMENNETTU;FOOD;MIX;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
29155;KAAKAORASVA;FOOD;IND;100;FATCOOK;FATTOT;FATCOOK;FATTOT
29156;SUKLAA, VALKOINEN, VALKOSUKLAA;FOOD;IND;100;CHOCOLAT;SUGARTOT;CHOCOL;SUGARTOT
29159;MARGARIINI 40 %, TEOLLINEN TUOTEKESKIARVO;FOOD;IND;100;VEGFATLO;FATTOT;VEGFATLO;FATTOT
29160;KANANMUNA, KUORINEEN PUNNITTU;FOOD;RAW;88;EGG;EGGTOT;EGGS;EGGDISH
29175;JAUHELIHA, NAUDAN, RASVAA 17 %, PAISTETTU ILMAN RASVAA;DISH;FRIE;100;DISH;NONINGR;MSTEAK;MEATDTOT
29180;LIHAKASTIKE, SIANLIHA, VIHANNEKSIA, RUOANVALMISTUSKERMA;DISH;BOIL;100;DISH;NONINGR;MEATSAUC;MEATDTOT
29181;SIANLIHASUIKALE, PAISTETTU ÖLJYSSÄ;DISH;FRIE;100;DISH;NONINGR;MSTEAK;MEATDTOT
29182;NAUDANLIHASUIKALE, PAISTETTU ÖLJYSSÄ;DISH;FRIE;100;DISH;NONINGR;MSTEAK;MEATDTOT
29183;LIHAKASTIKE, NAUDANLIHA, VIHANNEKSIA, RUOANVALMISTUSKERMA;DISH;BOIL;100;DISH;NONINGR;MEATSAUC;MEATDTOT
29207;SILAKKAFILEE;FOOD;RAW;100;FISH;FISHTOT;FISH;FISHDTOT
29208;KUSKUS;FOOD;RAW;100;WHEAT;CERTOT;PASTAADD;CEBAKTOT
29209;KUSKUS, KEITETTY, SUOLAA, ÖLJYÄ;DISH;BOIL;100;DISH;NONINGR;PASTAADD;CEBAKTOT
29210;MAITO, KEVYTMAITO, EI LISÄTTY D-VITAMIINIA, LUOMU;FOOD;IND;100;MILKLF;MILKTOT;MILKLF;MILKDTOT
29211;MAITO, RASVATON, EI LISÄTTY D-VITAMIINIA, LUOMU;FOOD;IND;100;MILKFF;MILKTOT;MILKFF;MILKDTOT
29212;PIIMÄ, RASVATON, EI LISÄTTY D-VITAMIINIA, LUOMU;FOOD;IND;100;SOURMILK;MILKTOT;SMILK;MILKDTOT
29215;MEHU, MEHUJUOMA, C-VITAMIINIA;FOOD;IND;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
29216;KIISSELI, MEHUKEITTO, 30 MG C-VITAMIINIA;DISH;BOIL;100;DISH;NONINGR;FRUBSOUP;FRUDITOT
29217;KANGASROUSKU;FOOD;RAW;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
29219;PINAATTIOHUKAINEN, MAIDOTON;DISH;FRIE;100;DISH;NONINGR;PANCAKE;CEBAKTOT
29222;HERNEKEITTO, KASVISHERNEKEITTO;DISH;BOIL;100;DISH;NONINGR;LEGUSOUP;LEGUTOT
29223;LASAGNE, NAUDANPAISTI;DISH;BAK;100;DISH;NONINGR;MEATDISH;MEATDTOT
29226;PORONKÄRISTYS, VÄHÄRASVAINEN;DISH;BOIL;100;DISH;NONINGR;MEATDISH;MEATDTOT
29228;JUUSTO, FETAJUUSTO, VUOHENMAITO, ÖLJYSSÄ;FOOD;IND;100;CHEEUNHI;MILKTOT;CHEESUNC;MILKDTOT
29229;PORKKANA, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
29232;SEKALEIPÄ, RIESKA, PERUNA-OHRA, PERUNASOSEJAUHE;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29233;MUNKKI, PAISTETTU RYPSIÖLJYSSÄ;DISH;FRIE;100;DISH;NONINGR;BUN;CEBAKTOT
29237;LESE, RUISLESE;FOOD;RAW;100;RYE;CERTOT;FLOUR;CEBAKTOT
29238;KEVÄTKÄÄRYLE, KASVISTÄYTE;DISH;FRIE;100;DISH;NONINGR;BAKSALT;CEBAKTOT
29239;JUUSTO, MOZZARELLA, RASVAA 20 %, TUOREJUUSTO;FOOD;IND;100;CHEEUNHI;MILKTOT;CHEESUNC;MILKDTOT
29240;KEVÄTKÄÄRYLE, JAUHELIHATÄYTE;DISH;FRIE;100;DISH;NONINGR;BAKSALT;CEBAKTOT
29241;RISOTTO, SOIJA-KASVISRISOTTO;DISH;BOIL;100;DISH;NONINGR;LEGUDISH;LEGUTOT
29242;KIKHERNE-PERUNAPATA;DISH;BOIL;100;DISH;NONINGR;LEGUDISH;LEGUTOT
29247;KALAMUREKE, MAIDOTON;DISH;BAK;100;DISH;NONINGR;FISHDISH;FISHDTOT
29248;PERUNALAATIKKO, SILAKKALAATIKKO, KEVYTMAITO, EI PEKONIA;DISH;BAK;100;DISH;NONINGR;FISHDISH;FISHDTOT
29249;PERUNALAATIKKO, SILAKKALAATIKKO, KALALIEMI;DISH;BAK;100;DISH;NONINGR;FISHDISH;FISHDTOT
29250;KALAKASTIKE, TONNIKALAKASTIKE, TOMAATTINEN;DISH;BOIL;100;DISH;NONINGR;FISHSAUC;FISHDTOT
29253;LIHAPULLA, NAUDANPAISTI, UUNISSA PAISTETTU;DISH;BAK;100;DISH;NONINGR;MEATDISH;MEATDTOT
29254;LINDSTRÖMINPIHVI, NAUDANPAISTI;DISH;FRIE;100;DISH;NONINGR;MEATDISH;MEATDTOT
29255;UUNIKALA, RUOANVALMISTUSKERMA;DISH;BAK;100;DISH;NONINGR;FISHDISH;FISHDTOT
29256;BROILERIFILEE, JUUSTOTÄYTE, UUNISSA;DISH;BAK;100;DISH;NONINGR;POULTDIS;MEATDTOT
29257;LASAGNE, BROILERINLIHA;DISH;BAK;100;DISH;NONINGR;POULTDIS;MEATDTOT
29259;LIHAPULLA, HIRVENLIHA, PAISTETTU VOISSA;DISH;FRIE;100;DISH;NONINGR;MEATDISH;MEATDTOT
29260;VAALEA LEIPÄ, NAANLEIPÄ;DISH;FRIE;100;DISH;NONINGR;BRWHITE;CEBAKTOT
29262;LIHAPULLA, HIRVENLIHA, EI KERMAA, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;MEATDISH;MEATDTOT
29263;KIRJOLOHIFILEE, KASVIRASVAKERMA, LEIVITETTY, UUNISSA;DISH;BAK;100;DISH;NONINGR;FISHDISH;FISHDTOT
29264;LASAGNE, SOIJA-KASVISLASAGNE;DISH;BAK;100;DISH;NONINGR;LEGUDISH;LEGUTOT
29266;KESÄKURPITSA, TÄYTETTY, SOIJA, RIISI;DISH;BAK;100;DISH;NONINGR;LEGUDISH;LEGUTOT
29267;KASVISMINESTRONEKEITTO;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
29268;KERMAPERUNA, KAHVIKERMA;DISH;BAK;100;DISH;NONINGR;POTADISH;POTATOT
29269;KERMAPERUNA, KASVIRASVAKERMA;DISH;BAK;100;DISH;NONINGR;POTADISH;POTATOT
29270;MAKARONILAATIKKO, LIHA-MAKARONILAATIKKO, NAUDANPAISTI, LIHALIEMI;DISH;BAK;100;DISH;NONINGR;MEATDISH;MEATDTOT
29271;MAKARONILAATIKKO, LIHA-MAKARONILAATIKKO, NAUDANLIHA, LIHALIEMI;DISH;BAK;100;DISH;NONINGR;MEATDISH;MEATDTOT
29273;MAKARONILAATIKKO, LIHA-MAKARONILAATIKKO, NAUDANPAISTI, KEVYTMAITO,TUMMA MAKARONI;DISH;BAK;100;DISH;NONINGR;MEATDISH;MEATDTOT
29275;PERUNA-SIPULILAATIKKO, KASVIRASVAKERMA 15 %;DISH;BAK;100;DISH;NONINGR;POTADISH;POTATOT
29277;PERUNALAATIKKO, JAUHELIHA-PERUNALAATIKKO, NAUDANPAISTI, LIHALIEMI;DISH;BAK;100;DISH;NONINGR;MEATDISH;MEATDTOT
29279;HAMPURILAINEN, NAUDANLIHAPIHVI JA VEHNÄSÄMPYLÄ;DISH;MIX;100;DISH;NONINGR;SANDWICH;CEBAKTOT
29283;JAUHELIHAPIHVI, NAUDANLIHA, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;MEATDISH;MEATDTOT
29284;NAUDANLIHAPIHVI, PAISTETTU VOISSA;DISH;FRIE;100;DISH;NONINGR;MSTEAK;MEATDTOT
29285;NAUDANLIHALEIKE, LEIVITETTY, PAISTETTU ÖLJYSSÄ;DISH;FRIE;100;DISH;NONINGR;MSTEAK;MEATDTOT
29286;NAUDANLIHALEIKE, LEIVITETTY, PAISTETTU VOISSA;DISH;FRIE;100;DISH;NONINGR;MSTEAK;MEATDTOT
29289;LIHAMUREKE, NAUDANPAISTI, VESI;DISH;BAK;100;DISH;NONINGR;MEATDISH;MEATDTOT
29293;LIHAPATA, PALAPAISTI, RUOANVALMISTUSRASVA, KESKIARVO;DISH;BOIL;100;DISH;NONINGR;MEATDISH;MEATDTOT
29294;NELJÄNVILJANPUURO, VESI, SUOLAA;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
29295;KARJALANPIIRAKKA, PERINTEINEN, VOIDELTU VOILLA;DISH;BAK;100;DISH;NONINGR;BAKSALT;CEBAKTOT
29304;SALAATTI, SALAATTIPÖYDÄN ANTIMET, EI KASTIKETTA;DISH;MIX;100;DISH;NONINGR;SALADVEG;SALADTOT
29305;HERNEKEITTO, KESKIRASVAINEN NAUDANLIHA;DISH;BOIL;100;DISH;NONINGR;MEATSOUP;MEATDTOT
29306;UUNIBANAANI;DISH;BAK;100;DISH;NONINGR;FRUBDISH;FRUDITOT
29307;KAURAPUURO, VESI, KAURALESEITÄ, SUOLAA;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
29409;MARGARIINI 60 %, BECEL LAKTOOSITON;FOOD;IND;100;VEGFATHI;FATTOT;VEGFATHI;FATTOT
29410;HERKKUTATTI;FOOD;RAW;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
29411;HERKKUTATTI, KOKOON KEITETTY;DISH;BOIL;100;DISH;NONINGR;MUSHRDI;VEGDITOT
29412;ÄIDINMAIDONKORVIKE, JAUHE, TUOTEKESKIARVO;FOOD;DRIE;100;MMILK;DIETTOT;INFMILK;MMILK
29413;ÄIDINMAIDONKORVIKE, KÄYTTÖVALMIS, TUOTEKESKIARVO;FOOD;IND;100;MMILK;DIETTOT;INFMILK;MMILK
29495;(ARC)TÄYSMEHU, C-VITAMIINIA, KESKIARVO;FOOD;IND;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
29496;MAKARONI, GLUTEENITON;FOOD;RAW;100;CEROTH;CERTOT;PASTAADD;CEBAKTOT
29497;PASTA, GLUTEENITON, TUOTEKESKIARVO, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;PASTAADD;CEBAKTOT
29498;RISOTTO, BROILERIRISOTTO;DISH;BOIL;100;DISH;NONINGR;POULTDIS;MEATDTOT
29499;JAUHO, JAUHOSEOS, LUONTAISESTI GLUTEENITON, RIISI-MAISSI-PERUNA;FOOD;MIX;100;CEROTH;CERTOT;FLOUR;CEBAKTOT
29500;VANUKAS, RIISIVANUKAS, VANILJARIISI;DISH;BOIL;100;DISH;NONINGR;MILKPUDD;MILKDTOT
29501;TONIKKI, TONIC VESI;FOOD;IND;100;SDRINK;BEVTOT;DRINKSO;BEVTOT
29510;PALSTERNAKKA, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
29511;JUURISELLERI, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
29682;SEITI, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;FISH;FISHDTOT
29683;KAMPELA, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;FISH;FISHDTOT
29684;TURSKA, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;FISH;FISHDTOT
29685;TÄYSMEHU, LUUMUTÄYSMEHU;FOOD;BOIL;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
29686;KALKKUNA, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;POULTRY;MEATDTOT
29687;MAKEINEN, SALMIAKKIMAKEINEN;FOOD;IND;100;SWEET;SUGARTOT;SWEET;SUGARTOT
29749;KEKSI, LEIVOSKEKSI, KESKIARVO;DISH;BAK;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
29753;KEKSI, PIKKULEIPÄ;DISH;BAK;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
29754;KEKSI, PIKKULEIPÄ, PERUNAJAUHOA, FRUKTOOSILLA MAKEUTETTU;DISH;BAK;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
29756;KEKSI, SUKLAAKEKSI, TEOLLINEN, KESKIARVO;DISH;BAK;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
29759;KEKSI, LASTENKEKSI, KESKIARVO;DISH;BAK;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
29760;KEKSI, KAURAKEKSI, TEOLLINEN;DISH;BAK;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
29761;KEKSI, VOHVELIKEKSI;DISH;BAK;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
29763;KORPPU, SOKERIKORPPU, RASVATON MAITO, TEOLLINEN;DISH;BAK;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
29764;KORPPU, SOKERIKORPPU, VESI, TEOLLINEN;DISH;BAK;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
29765;KORPPU, SOKERIKORPPU, KEVYTMAITO, KOTITEKOINEN;DISH;BAK;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
29766;KORPPU, GRAHAMKORPPU, VESI, TEOLLINEN;DISH;BAK;100;DISH;NONINGR;BISCUSAV;CEBAKTOT
29767;KORPPU, GRAHAMKORPPU, MAITO, KOTITEKOINEN;DISH;BAK;100;DISH;NONINGR;BISCUSAV;CEBAKTOT
29768;KORPPU, VEHNÄKORPPU, MAITO, TEOLLINEN;DISH;BAK;100;DISH;NONINGR;BISCUSAV;CEBAKTOT
29769;KEKSI, SUOLAKEKSI;DISH;BAK;100;DISH;NONINGR;BISCUSAV;CEBAKTOT
29770;KEKSI, VOILEIPÄKEKSI, VESIKEKSI;DISH;BAK;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
29771;NÄKKILEIPÄ, RUISNÄKKILEIPÄ, KUITUA 17 %;DISH;BAK;100;DISH;NONINGR;BRRYE;CEBAKTOT
29772;HAPANKORPPU;DISH;BAK;100;DISH;NONINGR;BRRYE;CEBAKTOT
29775;MURO, MAISSIHIUTALE, SOKERIHUURRETTU;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
29776;MURO, WEETABIX ORIGINAL, MUROKE, VITAMINOITU;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
29777;MURO, WEETABIX, BANAANI, MUROKE;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
29778;MURO, VEHNÄRENGASMURO;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
29779;MURO, NELJÄNVILJANMURO;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
29780;MURO, SUKLAAMURO, KESKIARVO;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
29781;MURO, RIISI-VEHNÄHIUTALE;DISH;IND;100;DISH;NONINGR;FLOUR;CEBAKTOT
29782;MURO, LESEMURO, TÄYSJYVÄVEHNÄ;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
29783;MURO, RIISIMURO;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
29784;MYSLI, VILJAINEN;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
29785;MYSLI, PERUS;DISH;MIX;100;DISH;NONINGR;CERBRKF;CEBAKTOT
29787;SEKALEIPÄ, KAURALEIPÄ, VESI;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29788;SEKALEIPÄ, OHRALEIPÄ, VESI, HIIVALEIPÄ- OHRA-, VEHNÄJAUHO;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29789;VAALEA LEIPÄ, JUUSTOPATONKI;DISH;BAK;100;DISH;NONINGR;BRWHITE;CEBAKTOT
29790;VAALEA LEIPÄ, VALKOSIPULIPATONKI;DISH;BAK;100;DISH;NONINGR;BRWHITE;CEBAKTOT
29791;SEKALEIPÄ, PORKKANALEIPÄ, VESI;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29792;SEKALEIPÄ, PORKKANASÄMPYLÄ, VESI;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29793;VAALEA LEIPÄ, JUUSTOSÄMPYLÄ, VESI;DISH;BAK;100;DISH;NONINGR;BRWHITE;CEBAKTOT
29794;SEKALEIPÄ, KAURASÄMPYLÄ, VESI;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29795;PAAHTOLEIPÄ, VEHNÄ, VESI;DISH;BAK;100;DISH;NONINGR;BRWHITE;CEBAKTOT
29796;PAAHTOLEIPÄ, GRAHAMPAAHTOLEIPÄ, VESI;DISH;BAK;100;DISH;NONINGR;BRWHITE;CEBAKTOT
29797;PAAHTOLEIPÄ, RUISPAAHTOLEIPÄ;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29798;SEKALEIPÄ, ROUHELEIPÄ, VAALEA, VESI;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29799;SEKALEIPÄ, ROUHESÄMPYLÄ, VESI, VAALEA;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29800;SEKALEIPÄ, SÄMPYLÄ, RUISROUHESÄMPYLÄ, VESI;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29801;VAALEA LEIPÄ, PERUNARIESKA, TEOLLINEN;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29802;SEKALEIPÄ, OHRARIESKA, TEOLLINEN;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29803;SEKALEIPÄ, RIESKA, PERUNA-OHRA, VESI, VEHNÄJAUHO, TEOLLINEN;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29804;SEKALEIPÄ, VESI, VEHNÄ-, RUISJAUHO, PERUNAHIUTALE;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29805;SEKALEIPÄ, VAALEA, VESI, VEHNÄJAUHO, VEHNÄROUHE;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29806;PAAHTOLEIPÄ, MONIVILJA;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29807;SEKALEIPÄ, SÄMPYLÄ, MONIVILJA;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29808;SEKALEIPÄ, RUISSÄMPYLÄ;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29809;SEKALEIPÄ, PERUNALIMPPU, VEHNÄ-, RUISJAUHO, PERUNAHIUTALE;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29810;SEKALEIPÄ, SETSUURI, PÄÄSIÄISLIMPPU/JOULULIMPPU;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
29811;RUISLEIPÄ, RUISSEKALEIPÄ;DISH;BAK;100;DISH;NONINGR;BRRYE;CEBAKTOT
29812;NÄKKILEIPÄ, VEHNÄNÄKKILEIPÄ, KUITUA 7 %;DISH;BAK;100;DISH;NONINGR;BRWHITE;CEBAKTOT
29813;NÄKKILEIPÄ, GRAHAMNÄKKILEIPÄ, KUITUA 8 %;DISH;BAK;100;DISH;NONINGR;BRWHITE;CEBAKTOT
29814;RUISLEIPÄ, VARRASLEIPÄ;DISH;BAK;100;DISH;NONINGR;BRRYE;CEBAKTOT
29815;KORPPU, VEHNÄKORPPU, VESI, TEOLLINEN;DISH;BAK;100;DISH;NONINGR;BISCUSAV;CEBAKTOT
29819;PIIMÄ, GEFILUS-PIIMÄ, RASVATON, D-VIT 1 UG, PROBIOOTTEJA;FOOD;IND;100;SOURMILK;MILKTOT;SMILK;MILKDTOT
29822;JAUHO, MAISSIJAUHO, KARKEA, POLENTAJAUHO;FOOD;RAW;100;CEROTH;CERTOT;FLOUR;CEBAKTOT
29823;JAUHO, MAISSIJAUHO, HIENOKSI JAUHETTU;FOOD;RAW;100;CEROTH;CERTOT;FLOUR;CEBAKTOT
29851;LAMPAANLIHA, VÄHÄRASVAINEN, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;MSTEAK;MEATDTOT
29975;ATERIANKORVIKE, PROTEIINIJUOMAJAUHE, HERBALIFE FORMULA 1, 35 % PROTEIINIA;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
